date,state,update_time,last_check,positives_total,positives_white,positives_black,positives_latinx,positives_asian,positives_aiain,positives_nhpi,positives_multiracial,positives_other,positives_race_unknown,positives_percent_race_unknown,positives_hispanic,positives_nonhispanic,positives_ethnicity_unknown,positives_percent_ethnicity_unknown,total_deaths,deaths_white,deaths_black,deaths_latinx,deaths_asian,deaths_aian,deaths_nhpi,deaths_multiracial,deaths_other,deaths_race_unknown,deaths_percent_race_unknown,deaths_hispanic,deaths_nonhispanic,deaths_ethnicity_unknown,deaths_percent_ethnicity_unknown,negatives_white,negatives_black,negatives_latinx,negatives_asian,negatives_aian,negatives_nhpi,negatives_multiracial,negatives_other,negatives_race_unknown,negatives_percent_race_unknown,negatives_hispanic,negatives_nonhispanic,negatives_ethnicity_unknown,negatives_percent_ethnicity_unknown,,,,,,,,,,,,,,,,,,,
20200517,NY,5/17/20 0:00,5/17/20 23:18,350121,,,,,,,,,350121,100%,,,,,22619,5733,3561,3913,881,,,,599,7929,35%,3913,6095,5426,35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,OH,5/17/20 0:00,5/17/20 23:10,27923,14273,7125,,527,21,69,946,1792,3170,11%,1723,18284,7916,28%,1625,1307,269,,11,,,14,9,15,1%,23,1568,34,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,OK,5/17/20 0:00,5/17/20 23:00,5310,3546,442,,135,334,,,211,642,12%,844,3749,717,14%,288,222,23,,2,21,,,7,13,5%,7,254,27,9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,OR,5/12/20 0:00,5/17/20 22:52,3623,1679,82,,118,57,33,63,879,712,20%,1004,1895,724,20%,137,95,5,,7,2,1,2,8,17,12%,11,102,24,18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,PA,5/17/20 0:00,5/17/20 22:43,62234,15850,7297,,781,,,,324,37982,61%,,,,,4418,1672,506,,53,,,,14,2173,49%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,PR,5/17/20 5:51,5/17/20 22:40,2646,,,,,,,,,2646,100%,,,,,123,,,,,,,,,123,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,RI,5/4/20 12:00,5/17/20 22:31,12674,1042,347,1176,,,,0,106,6979,72%,1176,1495,6979,72%,338,117,8,19,,,,0,2,192,57%,19,127,192,57%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,SC,5/17/20 17:51,5/17/20 22:16,8816,3296,3450,,76,,,,383,1609,18%,599,5695,2521,29%,385,198,146,,3,,,,3,36,9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,SD,5/16/20 18:00,5/17/20 22:20,3987,1190,859,696,475,264,,,503,0,0%,696,3291,0,,44,,,,,,,,,44,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,TN,5/17/20 15:00,5/17/20 22:25,17388,7045,3687,,364,,,,1497,4795,28%,2498,8732,6158,35%,298,176,97,,7,,,,10,8,3%,14,273,11,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,TX,5/17/20 10:30,5/17/20 22:31,47784,3953,2181,5649,488,,,,96,35417,74%,5649,6718,35417,74%,1336,180,67,120,6,,,,2,961,72%,120,255,961,72%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,UT,5/17/20 15:00,5/17/20 22:39,7238,2842,229,,177,233,245,,797,707,14%,2752,3779,707,10%,80,,,,,,,,,80,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,VA,5/17/20 17:00,5/17/20 22:46,30388,9959,4787,,,,,,6397,9245,30%,9131,11095,10162,33%,1009,549,212,,,,,,118,130,13%,81,714,214,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,VI,5/17/20 22:47,5/17/20 22:47,69,,,,,,,,,69,100%,,,,,6,,,,,,,,,6,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,VT,5/17/20 11:00,5/17/20 22:50,940,857,27,,11,1,,,12,32,3%,25,810,105,11%,54,49,,,2,,,,3,0,0%,0,53,1,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,WA,5/17/20 2:59,5/17/20 22:55,18433,5425,861,4425,1006,161,251,232,242,5830,32%,4425,8178,5830,32%,1001,666,32,83,88,8,7,12,20,85,8%,83,833,85,8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,WI,5/17/20 0:00,5/17/20 22:59,12543,6677,2517,,458,147,,,1378,1366,11%,3875,7195,1473,12%,453,299,131,,9,5,,,3,6,1%,34,411,8,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,WV,5/17/20 17:00,5/17/20 23:06,1490,1208,107,,,,,,174,1,0%,,,,,67,55,3,,,,,,,9,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200517,WY,5/16/20 15:07,5/17/20 23:09,566,276,7,70,5,186,,,16,45,7%,70,490,45,7%,8,,,,,,,,,8,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,AK,5/12/20 0:00,5/13/20 22:18,383,250,9,,45,24,13,14,12,16,4%,37,324,22,6%,10,,,,,,,,,0,,,,10,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,AL,5/12/20 0:00,5/13/20 22:16,9889,4268,3841,,59,,,,371,1346,14%,783,7247,1858,19%,393,198,172,,2,,,,5,14,4%,8,337,46,12%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,AR,5/12/20 18:33,5/13/20 22:24,4164,2142,1549,,49,11,63,22,153,175,4%,224,4164,0,0%,90,49,33,,,,0,,5,3,3%,,,90,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,AS,,,,,,,,,,,,,100%,,,,100%,,,,,,,,,,,100%,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,AZ,5/13/20 0:00,5/13/20 22:28,12176,2787,384,2164,132,1420,,,248,5041,41%,2164,4971,5041,41%,594,255,19,86,5,100,,,8,121,20%,86,387,121,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,CA,5/12/20 0:00,5/13/20 22:32,71141,11210,2869,24511,5206,91,477,416,2636,23725,33%,24511,22905,23725,33%,2846,937,280,984,432,9,25,13,42,124,4%,984,1738,124,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,CO,5/13/20 0:00,5/13/20 22:13,20475,7596,1294,6926,595,90,85,167,204,3517,17%,6926,10031,3517,17%,1062,672,74,172,45,7,4,9,5,69,7%,172,816,69,7%,,,,,,,,,,,,,,,CO excludes cases and deaths for which races and ethnicity are unknown.,,,,,,,,,,,,,,,,,,
20200513,CT,5/12/20 20:30,5/13/20 22:19,34855,11298,4395,6099,516,,,,182,12272,35%,6099,11298,12272,41%,3125,2257,464,272,33,,,,14,72,2%,272,2257,72,3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,DC,5/13/20 0:00,5/13/20 22:30,6584,1013,3071,,88,15,15,,1460,922,14%,1472,3708,1404,21%,350,34,271,38,5,,,,2,0,0%,38,312,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,DE,5/12/20 18:00,5/13/20 22:38,6952,1873,1932,1866,106,,,,387,788,11%,1866,4298,788,11%,247,145,63,18,1,,,,3,17,7%,18,212,17,7%,12120,6148,1920,437,,,,1948,5228,19%,1920,20653,5228,19%,,,,,,,,,,,,,,,,,,,
20200513,FL,5/13/20 10:00,5/13/20 22:44,41236,11794,7910,13620,,,,,1664,6248,15%,13620,19761,7855,19%,1827,911,384,393,,,,,65,74,4%,393,1279,155,8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,GA,5/13/20 19:00,5/13/20 23:02,35427,8945,12405,3739,494,35,15,,609,9185,26%,3739,18423,13265,37%,1517,662,737,51,27,3,2,,8,27,2%,51,1427,39,3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,GU,5/14/20 2:00,5/13/20 22:17,151,,,,61,,70,,20,,0%,,,,0%,5,,,,,,,,,5,100%,,,5,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,HI,5/7/20 18:00,5/13/20 22:26,638,158,5,,170,,76,158,11,60,9%,,,,,17,,,,,,,,,17,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,IA,5/12/20 0:00,5/13/20 22:35,13285,7189,1663,,1323,,,,232,2878,22%,3189,7460,2639,20%,306,242,16,,10,1,7,,,29,10%,16,250,39,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,ID,5/13/20 19:00,5/13/20 22:42,2324,1256,27,,40,23,2,74,221,677,29%,378,1164,781,34%,69,66,1,,2,,,,,0,0%,4,65,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,IL,5/13/20 0:00,5/13/20 22:46,84698,17407,15034,23259,2529,138,164,,3390,22777,27%,23259,38662,22777,27%,3792,1611,1217,643,169,7,2,,36,36,1%,643,3042,107,3%,95034,31741,19009,5935,228,198,,16339,236177,58%,19009,133136,236177,61%,,,,,,,,,,,,,,,,,,,
20200513,IN,5/12/20 23:59,5/13/20 22:30,25473,11844,3744,,382,,,,4304,5196,20%,2725,9246,13475,53%,1482,967,238,,7,,,,170,97,7%,23,822,637,43%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,KS,5/13/20 10:00,5/13/20 22:16,7468,4333,781,,411,23,,,170,1750,23%,2846,2949,1673,22%,164,102,50,,,1,,,1,10,6%,10,137,17,10%,24749,2220,,571,183,,,1971,21079,42%,3400,21714,25659,51%,,,,,,,,,,,,,,,,,,,
20200513,KY,5/13/20 0:00,5/13/20 22:20,7049,3911,786,,4,0,7,3,,2338,33%,658,4424,1967,28%,326,226,54,,5,,,2,,39,12%,6,266,54,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,LA,5/11/20 0:00,5/13/20 22:24,32662,,,,,,,,,32662,100%,,,,,2315,951,1294,,18,0,1,,17,34,1%,40,1869,406,18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,MA,5/13/20 10:00,5/13/20 22:27,80497,20204,6922,12960,1448,,,,3300,35660,44%,12960,31874,35660,44%,5315,2094,271,329,90,,,,159,2370,45%,329,2614,2370,45%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,MD,5/13/20 10:00,5/13/20 22:30,34812,7367,11140,7483,689,,,,1703,6430,18%,7483,20899,6430,18%,1694,704,691,133,58,,,,23,85,5%,133,1476,85,5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,ME,5/13/20 16:30,5/14/20 0:20,1515,980,140,,22,2,,3,37,331,22%,44,973,498,33%,66,,,,,,,,,66,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,MI,5/13/20 11:00,5/13/20 22:35,48391,16936,15485,,967,241,,3871,2419,8710,18%,2419,30486,15485,32%,4734,2309,1932,,47,23,,94,94,235,5%,94,3771,848,18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,MN,5/12/20 17:00,5/13/20 22:38,12917,4295,2411,,469,94,15,188,1219,4226,33%,1817,6279,4821,37%,638,420,35,,12,10,0,4,2,155,24%,14,436,188,29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,MO,5/13/20 15:00,5/13/20 22:21,10142,4259,3346,,,,,202,507,1825,18%,709,6795,2636,26%,542,227,178,,,,,10,27,97,18%,10,439,92,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,MP,5/13/20 4:37,5/13/20 23:05,19,,,,,,,,,19,100%,,,,,2,,,,,,,,,2,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,MS,5/12/20 19:00,5/14/20 0:17,10090,2792,4931,548,,,,,112,17,0%,548,7835,17,0%,465,190,249,6,,,,,0,0,0%,6,439,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,MT,5/13/20 12:00,5/14/20 0:13,462,423,2,,1,25,,,4,7,2%,11,429,22,5%,16,12,,,,4,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,NC,5/13/20 10:40,5/13/20 22:49,15816,6266,4009,,292,119,31,,1023,4076,26%,2939,7740,5137,32%,597,332,200,,6,1,1,,24,33,6%,24,473,99,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,ND,5/12/20 12:10,5/13/20 23:01,1647,,,,,,,,,1647,100%,,,,,40,,,,,,,,,40,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,NE,5/13/20 21:00,5/13/20 23:03,9075,,,,,,,,,9075,100%,,,,,107,,,,,,,,,107,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,NH,5/4/20 0:00,5/13/20 23:15,3299,1479,105,143,59,,,,149,1364,41%,,,,,150,54,0,4,0,,,,1,91,61%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,NJ,5/12/20 22:00,5/13/20 23:07,141560,26169,12878,21705,3599,,,,7642,69567,49%,21705,50288,69567,49%,9702,5087,1768,1806,523,,,,323,195,2%,1806,7701,195,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,NM,5/13/20 20:20,5/13/20 23:09,5364,726,158,1137,47,3076,,,,183,3%,1137,4007,183,3%,231,,,,,,,,,231,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,NV,5/13/20 18:30,5/13/20 22:35,6394,,,,,,,,,6394,100%,,,,,331,,,,,,,,,331,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,NY,5/13/20 0:00,5/13/20 23:18,340661,,,,,,,,,340661,100%,,,,,22013,5564,3481,3824,864,,,,584,7694,35%,3824,5978,5320,35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,OH,5/13/20 14:00,5/13/20 23:28,25721,13240,6564,,472,21,60,856,1575,2933,11%,1473,16851,7397,29%,1483,1195,242,,11,,,12,4,19,1%,21,1432,30,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,OK,5/13/20 0:00,5/13/20 23:36,4852,3315,357,,117,320,,,199,544,11%,727,3401,722,15%,278,212,22,,2,21,,,7,14,5%,6,244,26,9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,OR,5/13/20 11:00,5/13/20 23:49,3268,1679,82,,118,57,33,63,879,505,15%,1004,1895,517,15%,130,95,5,,7,2,1,2,8,14,10%,11,102,21,16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,PA,5/13/20 12:00,5/13/20 23:46,58698,14386,6721,,715,,,,299,36577,62%,,,,,3943,1469,416,,43,,,,12,2003,51%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,PR,5/13/20 5:51,5/13/20 23:47,2329,,,,,,,,,2329,100%,,,,,115,,,,,,,,,115,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,RI,5/10/20 12:00,5/13/20 23:55,11835,3764,1254,4246,,,,0,386,2185,18%,4246,5404,2185,18%,462,269,20,44,,,,0,6,123,27%,44,295,123,27%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,SC,5/12/20 18:03,5/14/20 0:07,8030,3172,3244,0,72,,,,288,1254,16%,560,5398,2072,26%,362,184,136,,3,,,,3,36,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,SD,5/12/20 18:00,5/13/20 22:38,3732,1099,827,644,449,229,,,484,,0%,644,3088,,,39,,,,,,,,,39,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,TN,5/13/20 15:00,5/13/20 22:44,16370,6611,3518,,348,,,,1215,4678,29%,2063,8330,5977,37%,273,168,87,,6,,,,8,4,1%,11,255,7,3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,TX,5/13/20 16:20,5/13/20 22:53,42403,3898,2125,5587,486,,,,94,30213,71%,5587,6603,30213,71%,1158,176,66,120,6,,,,2,788,68%,120,250,788,68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,UT,5/13/20 15:00,5/13/20 23:02,6620,2645,199,,158,185,213,,720,664,14%,2506,3450,664,10%,75,,,,,,,,,75,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,VA,5/12/20 17:00,5/13/20 22:20,26746,8924,4337,,,,,,5463,8022,30%,7711,10071,8964,34%,927,501,201,,,,,,110,115,12%,73,661,193,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,VI,5/13/20 17:44,5/13/20 22:31,69,,,,,,,,,69,100%,,,,,6,,,,,,,,,6,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,VT,5/13/20 0:00,5/13/20 22:32,929,828,26,,10,1,,,14,50,5%,22,785,122,13%,53,49,,,2,,,,2,0,0%,0,53,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,WA,5/13/20 2:59,5/13/20 22:38,17512,5244,820,4080,965,146,241,222,227,5567,32%,4080,7865,5567,32%,975,648,29,81,86,8,5,12,19,87,9%,81,807,87,9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,WI,5/13/20 0:00,5/13/20 22:44,10902,5869,2258,,396,128,,,1130,1121,10%,3357,6400,1145,11%,421,280,120,,8,5,,,2,6,1%,31,382,8,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,WV,5/13/20 17:00,5/13/20 23:10,"1,404","1,148",105,,,,,,152,0,0%,,,,,59,2,1,,,,,,,56,95%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200513,WY,5/13/20 14:54,5/13/20 23:21,523,255,7,67,5,164,,,16,44,8%,67,447,44,8%,7,,,,,,,,,7,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,AK,5/9/20 0:00,5/10/20 22:15,379,238,9,,45,24,13,12,10,28,7%,35,305,39,10%,10,,,,,,,,,0,,,,10,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,AL,5/10/20 0:00,5/10/20 22:24,9889,4333,3789,,61,,,,371,1334,13%,759,7266,1864,19%,393,194,178,,3,,,,5,9,2%,9,341,42,11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,AR,5/10/20 19:05,5/10/20 22:36,4012,1922,1322,,44,9,53,19,152,300,8%,191,3747,74,2%,82,45,30,,,,0,,4,3,4%,,,82,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,AS,,,,,,,,,,,,,100%,,,,100%,,,,,,,,,,,100%,,,,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,AZ,5/10/20 0:00,5/10/20 22:42,11119,2631,338,1889,123,1278,,,226,4634,42%,1889,4596,4634,42%,536,240,17,77,5,95,,,7,95,18%,77,364,95,18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,CA,5/9/20 0:00,5/10/20 22:50,66680,10740,2741,22525,4935,84,454,396,2485,22320,51%,22525,21297,22320,33%,2657,891,264,914,417,8,24,14,36,89,3%,914,1654,89,3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,CO,5/10/20 18:00,5/10/20 23:01,19703,7386,1241,6531,559,84,82,175,210,3432,17%,6531,9737,3432,17%,971,619,63,161,37,3,3,10,6,63,7%,161,741,63,7%,,,,,,,,,,,,,,,CO excludes cases and deaths for which races and ethnicity are unknown.,,,,,,,,,,,,,,,,,,
20200510,CT,5/9/20 20:30,5/10/20 23:06,33554,10867,4177,5713,486,,,,175,12051,36%,5713,10867,12051,42%,2967,2127,439,256,30,,,,14,89,3%,256,2127,89,4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,DC,5/10/20 10:00,5/10/20 23:19,6272,970,2919,,83,14,17,,1124,891,14%,1370,3523,1379,22%,323,35,252,29,5,,,,2,0,0%,29,294,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,DE,5/9/20 18:00,5/10/20 23:25,6447,1701,1799,1650,97,,,,371,829,13%,1650,3968,829,13%,224,132,58,13,1,,,,3,17,8%,13,194,17,8%,10887,5032,1548,373,,,,1792,4960,20%,1548,18084,4960,20%,,,,,,,,,,,,,,,,,,,
20200510,FL,5/10/20 10:00,5/10/20 22:25,39514,11254,7436,12722,,,,,1603,6499,16%,12722,18789,8003,20%,1721,859,363,363,,,,,60,76,4%,363,1205,153,9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,GA,5/10/20 21:25,5/10/20 22:29,33836,8437,11763,3374,468,32,13,,556,9193,27%,3374,17565,12897,38%,1405,602,693,48,26,3,2,,9,22,2%,48,1325,32,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,GU,5/12/20 1:00,5/11/20 0:20,151,,,,61,,70,,20,,0%,,,,0%,5,,,,,,,,,5,100%,,,5,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,HI,5/7/20 18:00,5/10/20 22:15,632,158,5,,170,,76,158,11,41,7%,,,,,17,,,,,,,,,17,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,IA,5/9/20 0:00,5/10/20 23:00,11957,6581,1559,,1223,,,,200,2394,20%,2946,6835,2176,18%,265,210,15,,7,1,5,,,26,10%,16,215,33,13%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,ID,5/9/20 19:00,5/10/20 23:07,2230,1160,24,,38,21,3,68,206,708,32%,336,1101,792,36%,67,62,1,,2,,,,,2,3%,4,61,2,3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,IL,5/10/20 0:00,5/10/20 23:17,77741,16390,14369,20839,2408,126,123,,3142,20344,26%,20839,36558,20344,26%,3406,1450,1106,554,147,6,2,,27,27,1%,554,2738,114,3%,83605,29210,15847,5462,210,123,,15119,202667,58%,15847,118610,202667,60%,,,,,,,,,,,,,,,,,,,
20200510,IN,5/9/20 23:59,5/10/20 23:23,24126,10398,3353,,337,,,,3739,6296,26%,2533,8878,12714,53%,1379,860,220,,6,,,,158,131,10%,20,755,602,44%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,KS,5/10/20 10:00,5/10/20 23:35,6984,3975,723,,394,23,,,164,1705,24%,2574,2768,1642,24%,157,99,47,,9,1,,,1,0,0%,10,132,15,10%,21688,1976,,519,165,,,1705,19937,43%,2991,18849,24150,53%,,,,,,,,,,,,,,,,,,,
20200510,KY,5/9/20 0:00,5/10/20 23:56,6440,3649,679,,0,3,0,4,,2105,33%,603,4117,1720,27%,304,211,50,,5,,,2,,36,12%,5,247,52,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,LA,5/4/20 0:00,5/10/20 23:00,31600,,,,,,,,,31600,100%,,,,,2213,833,1184,,16,0,4,,16,157,7%,36,1647,528,24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,MA,5/10/20 16:00,5/10/20 22:17,77793,19059,6456,11902,1322,,,,3111,35862,46%,11902,29948,35862,46%,4979,1911,253,293,84,,,,154,2280,46%,293,2402,2280,46%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,MD,5/10/20 10:00,5/10/20 22:23,32587,7018,10623,6686,664,,,,1187,6409,20%,6686,19492,6409,20%,1538,637,631,109,51,,,,22,88,6%,109,1341,88,6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,ME,5/10/20 11:30,5/10/20 22:28,1436,829,73,,20,2,,2,26,484,34%,32,781,623,43%,64,,,,,,,,,64,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,MI,5/10/20 11:00,5/10/20 22:35,47138,16498,15084,,942,235,,3771,2356,8484,18%,2356,29225,15555,33%,4570,2229,1865,,45,22,,91,91,227,5%,91,3595,864,19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,MN,5/9/20 17:00,5/10/20 22:39,11271,3832,1916,,450,112,56,112,1127,3719,33%,1577,5410,4282,38%,578,387,34,,11,5,0,5,2,132,23%,11,398,161,28%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,MO,5/10/20 15:00,5/10/20 22:48,9844,4036,3248,,,,,196,492,1870,19%,689,6497,2657,27%,482,197,159,,,,,9,24,91,19%,9,390,81,17%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,MP,5/9/20 0:00,5/10/20 23:49,16,,,,,,,,,16,100%,,,,,2,,,,,,,,,2,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,MS,5/9/20 19:00,5/11/20 0:22,9501,2588,4475,504,,,,,184,17,0%,504,7247,17,0%,430,152,203,5,,,,,1,0,0%,5,356,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,MT,5/6/20 12:00,5/11/20 0:21,458,420,2,,1,24,,,2,9,2%,8,428,22,5%,16,12,,,,4,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,NC,5/10/20 11:00,5/10/20 22:40,14764,5761,3808,,273,105,22,,906,3889,26%,2446,7316,5002,34%,547,312,177,,6,1,1,,20,30,5%,20,440,87,16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,ND,,5/10/20 22:19,1491,,,,,,,,,1491,100%,,,,,35,,,,,,,,,35,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,NE,,5/10/20 22:21,8315,,,,,,,,,8315,100%,,,,,98,,,,,,,,,98,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,NH,5/4/20 0:00,5/10/20 22:30,3071,1479,105,143,59,,,,149,1136,37%,,,,,133,54,0,4,0,,,,1,74,56%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,NJ,5/10/20 13:00,5/10/20 22:31,138532,,,,,,,,,138532,100%,,,,,9255,4354,1578,1446,446,,,,438,993,11%,1446,6816,993,11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,NM,5/10/20 19:50,5/10/20 22:37,4863,696,150,1029,42,2773,,,,134,3%,1029,3661,134,3%,200,,,,,,,,,200,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,NV,,5/10/20 22:47,6098,,,,,,,,,6098,100%,,,,,306,,,,,,,,,306,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200510,NY,5/10/20 0:00,5/10/20 23:02,335395,,,,,,,,,335395,100%,,,,,21478,5423,3409,3738,845,,,,575,7485,35%,3738,5868,5222,35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
